count,index,impulsemeasures,parameters,calculated,measures,key
26,122,"[u'2.2753', u'1290', u'5.4351', u'0.47627', u'70.54']","[u'0.087914', u'0.9', u'-0.01125', u'95', u'147.01']","[u'4.3249', u'420', u'-16.376', u'0.45474', u'368.97']","[u'2.3889', u'5283.4', u'-16.367', u'0.4546', u'364.83']",5276713068003328
27,95,"[u'0.89967', u'3205', u'0.74782', u'0.13815', u'570.32']","[u'0.070771', u'0.7', u'-0.00925', u'763', u'88.467']","[u'1.32', u'520', u'-14.763', u'0.13063', u'1941.3']","[u'0.62388', u'1866.6', u'-14.755', u'0.13248', u'1899.3']",5284031692275712
26,114,"[u'0.077109', u'3165', u'-0.57217', u'0.030924', u'1728.5']","[u'0.029955', u'0.03', u'0.009', u'2464', u'232.88']","[u'0.070542', u'780', u'-3.2184', u'0.022715', u'4411.4']","[u'0.97791', u'707.63', u'-3.1156', u'0.033058', u'4276.3']",5300618855972864
26,106,"[u'0.62426', u'9005', u'-3.8338', u'0.082851', u'839.27']","[u'0.020839', u'0.84', u'-0.0088333', u'1204', u'64.139']","[u'0.81262', u'2620', u'-17.738', u'0.068496', u'2711.3']","[u'3.7278', u'9860.7', u'-17.732', u'0.070444', u'2646']",5304063419744256
26,67,"[u'0.33798', u'3815', u'-29.688', u'0.029906', u'7264.3']","[u'0.014989', u'0.73', u'0.0011667', u'22050', u'2.5762']","[u'0.25433', u'2290', u'3.7217', u'0.030467', u'10307']","[u'7.7274', u'2866', u'3.7558', u'0.036731', u'9684.5']",5320246856515584
26,89,"[u'4.9705', u'1765', u'-14.81', u'0.34327', u'5577.6']","[u'0.034989', u'0.96', u'-0.003', u'22050', u'3.98']","[u'4.9308', u'950', u'-9.8991', u'0.44008', u'10307']","[u'7.547', u'2833.3', u'-9.9097', u'0.44567', u'10829']",5324284125773824
26,101,"[u'4.9378', u'630', u'-11.853', u'0.3684', u'5525.2']","[u'0.082971', u'0.9', u'-0.00875', u'22050', u'15.844']","[u'5.6228', u'330', u'-17.549', u'0.42695', u'10307']","[u'3.4368', u'1356.9', u'-17.558', u'0.42983', u'10158']",5338174050009088
27,93,"[u'0.48449', u'4945', u'-7.5988', u'0.051846', u'4068']","[u'0.023832', u'0.71', u'-0.00175', u'7766', u'42.149']","[u'0.53837', u'1390', u'-17.939', u'0.044965', u'8126.8']","[u'1.0642', u'2277.6', u'-17.98', u'0.050498', u'7712.3']",5343164802007040
27,35,"[u'0.53761', u'2365', u'-8.3787', u'0.056753', u'5390.4']","[u'0.025601', u'0.74', u'-0.0080833', u'22050', u'37.453']","[u'0.67517', u'1890', u'-19.758', u'0.053534', u'10307']","[u'7.0101', u'6952.6', u'-19.739', u'0.056236', u'10414']",5351823456075776
30,43,"[u'4.6962', u'1860', u'-7.1509', u'0.47952', u'1649.4']","[u'0.085692', u'0.91', u'-0.010833', u'2459', u'1.3882']","[u'3.2732', u'380', u'9.5465', u'0.48984', u'4405.7']","[u'5.395', u'9785.9', u'9.5533', u'0.49099', u'4270.8']",5360851477331968
26,54,"[u'0.074501', u'4740', u'-60.876', u'0.013942', u'5576.1']","[u'0.010862', u'0.23', u'-0.00875', u'4700', u'184.91']","[u'0.065375', u'5030', u'-17.945', u'0.0095791', u'6440.7']","[u'7.7985', u'8072.1', u'-17.856', u'0.011203', u'6181.6']",5368101382127616
26,247,"[u'0.98036', u'2445', u'-8.1558', u'0.10095', u'4184.4']","[u'0.047914', u'0.74', u'-0.010833', u'7647', u'19.254']","[u'1.1205', u'1160', u'-11.856', u'0.10052', u'8077.1']","[u'0.90112', u'9027.3', u'-11.843', u'0.10119', u'7668.2']",5373023414648832
27,31,"[u'0.17407', u'4660', u'-2.1963', u'0.03373', u'2132.9']","[u'0.026916', u'0.35', u'-0.00058333', u'3072', u'7.5791']","[u'0.13954', u'1210', u'8.2083', u'0.026618', u'5060.3']","[u'7.7019', u'1563.4', u'8.2176', u'0.032102', u'4891']",5379740743499776
26,52,"[u'4.214', u'4935', u'-7.8734', u'0.46285', u'750.58']","[u'0.043832', u'0.95', u'-0.0095833', u'1074', u'37.543']","[u'5.2763', u'1190', u'-18.362', u'0.44423', u'2497.3']","[u'2.2975', u'9827.5', u'-18.351', u'0.44618', u'2438.4']",5384430847787008
26,44,"[u'3.9599', u'3810', u'-8.1066', u'0.42266', u'1323.7']","[u'0.049955', u'0.94', u'-0.00083333', u'2002', u'1.4383']","[u'2.8105', u'540', u'8.1645', u'0.42351', u'3853.1']","[u'1.4264', u'880.94', u'8.1657', u'0.42883', u'3743']",5399188355416064
26,56,"[u'4.9385', u'5460', u'-13.051', u'0.35474', u'3481.1']","[u'0.018798', u'0.98', u'0.01', u'13112', u'0.52858']","[u'3.3625', u'1140', u'5.2182', u'0.46457', u'9577.8']","[u'6.2078', u'9945.5', u'5.1682', u'0.48447', u'8961.9']",5401018011484160
26,48,"[u'3.3166', u'2435', u'-0.58136', u'0.47886', u'286.5']","[u'0.089955', u'0.9', u'-0.0095833', u'378', u'84.038']","[u'5.1002', u'340', u'-17.495', u'0.46267', u'1131.7']","[u'7.6377', u'5725.1', u'-17.505', u'0.46528', u'1111.3']",5417450556358656
26,36,"[u'0.50273', u'8585', u'1.1955', u'0.081284', u'317.86']","[u'0.021927', u'0.81', u'-0.01025', u'458', u'17.582']","[u'0.48004', u'2760', u'-1.3568', u'0.061562', u'1314.9']","[u'1.0914', u'9745.9', u'-1.3504', u'0.062197', u'1290.6']",5424769180631040
26,55,"[u'1.0376', u'1290', u'-9.6684', u'0.095023', u'6170.5']","[u'0.038753', u'0.8', u'-0.0060833', u'22050', u'26.409']","[u'1.3133', u'1010', u'-18.277', u'0.10298', u'10307']","[u'1.9181', u'2222.7', u'-18.301', u'0.10652', u'10652']",5441356344328192
26,47,"[u'2.6885', u'3735', u'-1.5898', u'0.4494', u'48.868']","[u'0.022971', u'0.97', u'-0.0095833', u'99', u'5.0726']","[u'1.403', u'2590', u'7.0333', u'0.38502', u'381.84']","[u'6.1275', u'9198', u'7.0362', u'0.38752', u'377.18']",5444800908099584
27,8,"[u'5.7358', u'1925', u'-13.5', u'0.3813', u'5124.5']","[u'0.055941', u'0.94', u'-0.0055', u'15145', u'14.98']","[u'6.3782', u'580', u'-19.15', u'0.47473', u'9866.3']","[u'0.94803', u'1663.2', u'-19.137', u'0.47771', u'9194.6']",5460984344870912
28,30,"[u'3.4749', u'3165', u'-4.3487', u'0.47829', u'541.92']","[u'0.071859', u'0.92', u'-0.0105', u'734', u'61.464']","[u'5.453', u'570', u'-18.772', u'0.46084', u'1885.7']","[u'7.6614', u'7291', u'-18.762', u'0.46144', u'1845.8']",5465021614129152
26,42,"[u'0.099694', u'2475', u'-5.2746', u'0.025625', u'6374.4']","[u'0.022971', u'0.12', u'0.0035', u'21191', u'193.7']","[u'0.099542', u'1240', u'-17.362', u'0.018644', u'10285']","[u'6.403', u'1399.9', u'-17.351', u'0.026353', u'9483.1']",5478911538364416
27,34,"[u'4.32', u'2860', u'-3.9153', u'0.5086', u'587.72']","[u'0.076893', u'0.92', u'-0.01025', u'790', u'2.4607']","[u'2.9242', u'480', u'8.8758', u'0.4914', u'1992.4']","[u'2.061', u'7829.9', u'8.8715', u'0.49325', u'1948.7']",5483902290362368
26,154,"[u'1.1157', u'4120', u'1.426', u'0.16267', u'380.36']","[u'0.059705', u'0.79', u'-0.0098333', u'511', u'6.4079']","[u'0.92854', u'730', u'7.5214', u'0.15244', u'1431.2']","[u'0.928', u'3961.4', u'7.5225', u'0.15405', u'1402.9']",5492560944431104
27,162,"[u'3.6591', u'5080', u'-5.0894', u'0.44692', u'433.48']","[u'0.050862', u'0.94', u'-0.010083', u'615', u'37.931']","[u'4.664', u'960', u'-15.18', u'0.43204', u'1649.6']","[u'0.8827', u'4556.6', u'-15.176', u'0.43288', u'1616.7']",5501588965687296
27,173,"[u'0.36724', u'5740', u'-4.8112', u'0.04524', u'2501.9']","[u'0.024875', u'0.62', u'0.0091667', u'3759', u'72.529']","[u'0.40942', u'940', u'-18.081', u'0.037466', u'5698.3']","[u'2.7307', u'1055.1', u'-18.045', u'0.047946', u'5490.6']",5508838870482944
26,150,"[u'1.9789', u'405', u'-9.3456', u'0.1788', u'7384.5']","[u'0.095941', u'0.72', u'-0.0095833', u'22050', u'10.098']","[u'1.9175', u'270', u'-7.8731', u'0.18848', u'10307']","[u'1.1212', u'915.75', u'-7.8704', u'0.18934', u'10596']",5520478231855104
26,171,"[u'4.6577', u'770', u'-9.966', u'0.3551', u'5312']","[u'0.059705', u'0.93', u'-0.0105', u'22050', u'0.62581']","[u'3.2385', u'770', u'8.7713', u'0.43538', u'10307']","[u'3.1262', u'6233.5', u'8.7722', u'0.43787', u'10534']",5525168336142336
26,163,"[u'0.5416', u'1040', u'7.9903', u'0.12759', u'24.15']","[u'0.037846', u'0.83', u'-0.00875', u'58', u'59.892']","[u'0.75629', u'1330', u'-3.6518', u'0.11878', u'244.07']","[u'7.8215', u'4405.9', u'-3.65', u'0.12068', u'241.8']",5539925843771392
26,175,"[u'1.1151', u'4550', u'-8.6934', u'0.10937', u'3129.1']","[u'0.03195', u'0.84', u'-0.01025', u'5402', u'6.3978']","[u'1.0519', u'1820', u'-3.9113', u'0.10511', u'6913.7']","[u'7.8793', u'9980', u'-3.9108', u'0.10587', u'6616.9']",5541755499839488
26,182,"[u'0.5608', u'3800', u'4.7769', u'0.11797', u'54.632']","[u'0.025601', u'0.86', u'-0.0035', u'116', u'13.97']","[u'0.5115', u'1560', u'4.9167', u'0.095952', u'435.46']","[u'5.7929', u'2630.8', u'4.9339', u'0.10154', u'428.47']",5558188044713984
27,155,"[u'3.1306', u'4475', u'-2.0766', u'0.42404', u'310.59']","[u'0.053991', u'0.93', u'-0.011', u'419', u'5.1049']","[u'2.4558', u'970', u'4.6292', u'0.39442', u'1226.8']","[u'3.9177', u'9640.9', u'4.6392', u'0.39431', u'1204.1']",5565506668986368
27,174,"[u'3.7945', u'900', u'-12.034', u'0.29739', u'4911.6']","[u'0.056757', u'0.92', u'-0.0048333', u'22050', u'5.4814']","[u'4.148', u'550', u'-9.4323', u'0.3633', u'10307']","[u'1.2457', u'1270.6', u'-9.4346', u'0.36721', u'10487']",5582093832683520
26,166,"[u'4.666', u'2595', u'-13.042', u'0.34624', u'3593.4']","[u'0.046916', u'0.94', u'-0.010083', u'7229', u'19.177']","[u'5.317', u'1100', u'-19.394', u'0.39827', u'7894.1']","[u'1.0835', u'7894', u'-19.386', u'0.39907', u'7505.1']",5585538396454912
26,127,"[u'3.4951', u'2835', u'-4.8637', u'0.43128', u'701.89']","[u'0.072948', u'0.91', u'-0.0115', u'967', u'7.8933']","[u'3.5', u'610', u'-1.5581', u'0.41696', u'2313.5']","[u'1.0181', u'9545.4', u'-1.552', u'0.4168', u'2261.6']",5601721833226240
26,149,"[u'4.662', u'6095', u'-10.755', u'0.45293', u'1545.7']","[u'0.026916', u'0.97', u'-0.0075833', u'2465', u'0.82313']","[u'2.7435', u'1890', u'8.939', u'0.45226', u'4412.5']","[u'6.4814', u'8517.7', u'8.9437', u'0.45343', u'4277']",5605759102484480
27,161,"[u'0.057324', u'1405', u'-39.93', u'0.014227', u'7563.2']","[u'0.010862', u'0.06', u'0.00125', u'22050', u'31.358']","[u'0.029917', u'2960', u'3.0683', u'0.0085119', u'10307']","[u'6.4655', u'2880.1', u'3.212', u'0.015016', u'9561.1']",5619649026719744
27,153,"[u'0.51121', u'3135', u'-8.0283', u'0.056625', u'5660.5']","[u'0.030998', u'0.69', u'-0.01', u'16286', u'33.467']","[u'0.65017', u'1780', u'-17.299', u'0.055637', u'9988.8']","[u'2.7574', u'8595', u'-17.293', u'0.056312', u'9289.4']",5624639778717696
27,198,"[u'1.8834', u'2800', u'2.313', u'0.31477', u'213.34']","[u'0.077846', u'0.86', u'-0.01125', u'284', u'29.042']","[u'2.3888', u'540', u'-5.3266', u'0.291', u'902.28']","[u'1.8776', u'9931.2', u'-5.3107', u'0.29184', u'886.44']",5637833918251008
26,206,"[u'0.12024', u'8405', u'-73.667', u'0.014888', u'5534.7']","[u'0.010862', u'0.52', u'-0.00775', u'1901', u'13.421']","[u'0.09375', u'4870', u'1.463', u'0.013511', u'3722.2']","[u'5.0993', u'9659.5', u'1.5193', u'0.015563', u'3618.5']",5646037305786368
26,172,"[u'1.4481', u'9425', u'-3.1888', u'0.21273', u'230.85']","[u'0.019977', u'0.94', u'-0.0070833', u'354', u'45.919']","[u'1.71', u'2520', u'-14.445', u'0.16878', u'1074.7']","[u'7.7942', u'6985.6', u'-14.44', u'0.17185', u'1055.2']",5654498391359488
26,194,"[u'0.060499', u'2620', u'-1.9488', u'0.019996', u'2359.8']","[u'0.016848', u'0.01', u'0.00475', u'3478', u'2051.5']","[u'0.043625', u'1500', u'-16.376', u'0.01228', u'5448.3']","[u'3.7795', u'975.85', u'-16.324', u'0.020829', u'5256.4']",5658535660617728
26,200,"[u'0.31006', u'8080', u'2.4671', u'0.060489', u'373.24']","[u'0.023832', u'0.71', u'-0.00225', u'520', u'13.143']","[u'0.30554', u'1500', u'3.2777', u'0.045102', u'1450.6']","[u'6.0195', u'2214.7', u'3.2367', u'0.050341', u'1422.4']",5671059785252864
26,219,"[u'0.19083', u'8375', u'1.6051', u'0.032559', u'641.86']","[u'0.015896', u'0.61', u'-0.0010833', u'872', u'7.9036']","[u'0.13904', u'2120', u'7.5887', u'0.023482', u'2144']","[u'4.9815', u'3317.6', u'7.6049', u'0.028863', u'2097.2']",5687646948950016
27,211,"[u'4.2535', u'685', u'-11.598', u'0.33706', u'4405.2']","[u'0.06737', u'0.92', u'-0.00725', u'22050', u'7.1579']","[u'5.1421', u'500', u'-11.752', u'0.43143', u'10307']","[u'3.6094', u'1807.8', u'-11.752', u'0.43682', u'10988']",5691091512721408
27,199,"[u'3.1776', u'710', u'-11.004', u'0.2687', u'4811.8']","[u'0.064875', u'0.9', u'0.00041667', u'22050', u'4.5535']","[u'3.6275', u'330', u'-6.7323', u'0.33456', u'10307']","[u'6.571', u'513.99', u'-6.7275', u'0.34124', u'10559']",5703667176964096
26,207,"[u'1.0616', u'3645', u'-2.5943', u'0.14116', u'1009.8']","[u'0.055941', u'0.77', u'0.0014167', u'1381', u'16.031']","[u'1.192', u'410', u'-4.2098', u'0.13138', u'2988.2']","[u'7.7689', u'632.17', u'-4.1947', u'0.13789', u'2912.4']",5712695198220288
27,218,"[u'0.85838', u'3090', u'-9.998', u'0.0755', u'5014.9']","[u'0.018798', u'0.87', u'-0.0083333', u'22050', u'3.12']","[u'0.73329', u'2840', u'-2.053', u'0.074265', u'10307']","[u'1.1464', u'7339.9', u'-2.1081', u'0.077398', u'10440']",5719945103015936
27,195,"[u'3.5802', u'1150', u'-11.846', u'0.27626', u'4155.7']","[u'0.043832', u'0.94', u'-0.010583', u'22050', u'2.8133']","[u'3.8464', u'1180', u'-5.0253', u'0.37135', u'10307']","[u'7.0152', u'9140.9', u'-5.0145', u'0.37266', u'10500']",5731584464388096
26,216,"[u'5.1084', u'6245', u'-15.852', u'0.35096', u'3224.1']","[u'0.017846', u'0.98', u'-0.0065', u'12460', u'9.1194']","[u'5.7213', u'2860', u'-19.465', u'0.44656', u'9462.3']","[u'4.8822', u'7649.4', u'-19.461', u'0.45137', u'8866.4']",5736274568675328
27,208,"[u'2.9763', u'4010', u'-13.271', u'0.22828', u'4029.9']","[u'0.03195', u'0.94', u'-0.0095833', u'9231', u'15.132']","[u'3.553', u'1740', u'-18.088', u'0.27086', u'8661.8']","[u'1.8413', u'9574.5', u'-18.088', u'0.27196', u'8183.1']",5751032076304384
27,220,"[u'4.316', u'355', u'-12.237', u'0.32643', u'6811.9']","[u'0.081927', u'0.9', u'-0.01125', u'22050', u'3.7288']","[u'4.4427', u'500', u'-4.997', u'0.42296', u'10307']","[u'6.3964', u'8506.5', u'-4.9921', u'0.42272', u'10912']",5752861732372480
26,227,"[u'0.91328', u'3635', u'-10.089', u'0.08211', u'5613.3']","[u'0.028957', u'0.83', u'-0.0005', u'15548', u'10.528']","[u'1.035', u'1120', u'-10.857', u'0.08963', u'9912.4']","[u'1.1222', u'1652.9', u'-10.872', u'0.095498', u'9230.7']",5769294277246976
28,79,"[u'5.6095', u'1840', u'-14.333', u'0.38733', u'4430.8']","[u'0.036893', u'0.96', u'-0.0080833', u'22050', u'9.5261']","[u'5.9719', u'1300', u'-17.485', u'0.46378', u'10307']","[u'5.9896', u'4443.7', u'-17.49', u'0.46861', u'11020']",5774035921141760
29,87,"[u'3.5538', u'8160', u'-5.5962', u'0.44279', u'231.78']","[u'0.022971', u'0.97', u'-0.0075', u'352', u'3.5568']","[u'2.0779', u'1790', u'4.6091', u'0.38445', u'1069.9']","[u'6.9171', u'8847.9', u'4.612', u'0.38794', u'1050.6']",5783063942397952
26,98,"[u'2.7593', u'8495', u'-6.8542', u'0.3268', u'556.96']","[u'0.022971', u'0.96', u'-0.003', u'817', u'1.7292']","[u'1.5984', u'1700', u'8.532', u'0.28924', u'2042.9']","[u'7.982', u'2923.1', u'8.535', u'0.29484', u'1998.3']",5790313847193600
27,75,"[u'2.3345', u'5275', u'-6.7838', u'0.24973', u'1313.5']","[u'0.036893', u'0.92', u'0.00575', u'1894', u'1.4226']","[u'1.5017', u'620', u'9.8756', u'0.23511', u'3713']","[u'1.094', u'991.5', u'9.8701', u'0.24535', u'3609']",5801953208565760
26,96,"[u'6.6303', u'7650', u'-47.643', u'0.45076', u'4062.4']","[u'0.0099546', u'0.99', u'-0.0035', u'13964', u'0.34699']","[u'3.1677', u'4080', u'5.6916', u'0.48691', u'9710.9']","[u'1.8768', u'7698', u'5.6318', u'0.49997', u'9070.5']",5806643312852992
26,88,"[u'3.3623', u'1310', u'-8.4329', u'0.33315', u'2539.8']","[u'0.095941', u'0.85', u'-0.00725', u'3951', u'38.326']","[u'4.3204', u'210', u'-18.604', u'0.33589', u'5861.1']","[u'0.97434', u'523.87', u'-18.601', u'0.33763', u'5643.4']",5821400820482048
26,100,"[u'0.52828', u'6475', u'-4.8186', u'0.060532', u'1744.6']","[u'0.023832', u'0.74', u'0.0035', u'2592', u'50.468']","[u'0.56404', u'1200', u'-16.026', u'0.049624', u'4555.5']","[u'7.6106', u'1481.6', u'-16.066', u'0.05785', u'4412.6']",5823230476550144
26,107,"[u'4.585', u'8090', u'-8.9638', u'0.52263', u'581.73']","[u'0.027914', u'0.97', u'0.009', u'833', u'5.1507']","[u'3.6', u'850', u'-2.3201', u'0.46509', u'2072.5']","[u'6.9186', u'1241.2', u'-2.3382', u'0.47872', u'2027.6']",5839663021424640
26,80,"[u'1.0173', u'2070', u'-8.5689', u'0.086851', u'5548']","[u'0.028957', u'0.84', u'-0.0095833', u'22050', u'1.3505']","[u'0.77629', u'1920', u'6.2853', u'0.094844', u'10307']","[u'2.3365', u'8536.7', u'6.2709', u'0.096247', u'10762']",5846981645697024
26,99,"[u'1.4915', u'365', u'-7.8448', u'0.14024', u'7105.2']","[u'0.076893', u'0.73', u'-0.01125', u'22050', u'1.5538']","[u'1.1804', u'550', u'8.1523', u'0.15561', u'10307']","[u'1.0984', u'6851', u'8.1472', u'0.15617', u'10536']",5863568809394176
26,91,"[u'1.1208', u'3755', u'-7.2589', u'0.11683', u'2925.8']","[u'0.038753', u'0.82', u'-0.0105', u'4948', u'2.2233']","[u'0.89783', u'1500', u'6.2749', u'0.11359', u'6615']","[u'7.6071', u'9850.5', u'6.2521', u'0.11511', u'6342.4']",5867013373165568
27,53,"[u'2.4746', u'5505', u'-6.3476', u'0.29676', u'908.85']","[u'0.037846', u'0.93', u'0.0035', u'1313', u'1.6055']","[u'1.675', u'670', u'9.7436', u'0.27568', u'2883.7']","[u'1.2079', u'932.51', u'9.7452', u'0.28417', u'2811.6']",5883196809936896
28,74,"[u'0.039263', u'1955', u'-70.867', u'0.0057124', u'8973.8']","[u'0.010862', u'0.01', u'0.0049167', u'475', u'2723.2']","[u'0.029375', u'2570', u'-10.478', u'0.0082637', u'1352.6']","[u'3.8715', u'705.2', u'-10.281', u'0.016512', u'1326.6']",5887234079195136
26,86,"[u'0.43279', u'10305', u'0.66079', u'0.069711', u'281.84']","[u'0.014989', u'0.84', u'-0.0070833', u'456', u'82.703']","[u'0.52792', u'3320', u'-15.77', u'0.0495', u'1310.4']","[u'2.6318', u'8766.1', u'-15.739', u'0.051599', u'1285.1']",5901124003430400
26,78,"[u'0.03839', u'2100', u'-65.004', u'0.0066713', u'8674.6']","[u'0.0099546', u'0.01', u'-0.0020833', u'643', u'339.89']","[u'0.0185', u'3800', u'6.9672', u'0.0075075', u'1706.4']","[u'6.9276', u'4494.2', u'6.4808', u'0.012308', u'1672.4']",5906114755428352
26,20,"[u'4.6685', u'425', u'-10.2', u'0.38313', u'5970.5']","[u'0.074989', u'0.92', u'-0.0115', u'22050', u'0.63948']","[u'3.5471', u'590', u'9.2311', u'0.48008', u'10307']","[u'3.9075', u'9827.7', u'9.2267', u'0.48029', u'9637.5']",5914773409497088
26,28,"[u'1.388', u'5855', u'-47.069', u'0.1044', u'4179.7']","[u'0.010862', u'0.95', u'-0.0080833', u'22050', u'9.7163']","[u'1.411', u'4740', u'-16.669', u'0.1101', u'10307']","[u'7.2795', u'9180.6', u'-16.633', u'0.1122', u'10762']",5923801430753280
26,39,"[u'4.3807', u'1355', u'-11.522', u'0.36177', u'4090.4']","[u'0.0739', u'0.92', u'-0.01025', u'16926', u'15.185']","[u'6.2827', u'520', u'-18.056', u'0.47385', u'10047']","[u'1.0002', u'2832', u'-18.048', u'0.47414', u'9333.2']",5931051335548928
26,232,"[u'4.824', u'405', u'-13.159', u'0.38145', u'6060.8']","[u'0.074989', u'0.92', u'-0.011083', u'22050', u'9.7421']","[u'5.9959', u'560', u'-14.425', u'0.48008', u'10307']","[u'3.9097', u'8186.9', u'-14.43', u'0.48045', u'9630.2']",5935973368070144
27,254,"[u'1.1512', u'3545', u'-9.6416', u'0.097738', u'5848']","[u'0.03195', u'0.84', u'-0.01', u'16021', u'2.018']","[u'0.92442', u'1250', u'3.0965', u'0.1051', u'9962.6']","[u'2.8282', u'9706.7', u'3.0971', u'0.10599', u'9269.4']",5940010637328384
26,16,"[u'0.23934', u'10455', u'-72.26', u'0.019639', u'6683']","[u'0.010862', u'0.78', u'-0.0080833', u'492', u'16.297']","[u'0.19921', u'4740', u'-0.18665', u'0.026713', u'1389.9']","[u'0.96456', u'9970.9', u'-0.14434', u'0.028595', u'1364']",5942690696921088
26,37,"[u'5.0278', u'3415', u'-16.403', u'0.34398', u'4084.7']","[u'0.018798', u'0.98', u'0.00625', u'22050', u'8.8168']","[u'6.0175', u'1410', u'-19.897', u'0.46455', u'10307']","[u'6.4391', u'2573.9', u'-19.947', u'0.48264', u'9781.1']",5947380801208320
26,29,"[u'2.8113', u'2385', u'2.9572', u'0.48294', u'138.59']","[u'0.091995', u'0.9', u'-0.0105', u'180', u'8.4677']","[u'2.5725', u'330', u'5.6485', u'0.47486', u'624.61']","[u'1.5462', u'3076.7', u'5.6497', u'0.47519', u'615.55']",5962138308837376
26,41,"[u'4.9386', u'5075', u'-12.047', u'0.35572', u'3415.9']","[u'0.018798', u'0.98', u'-0.0085', u'12314', u'0.35048']","[u'2.9718', u'2730', u'8.921', u'0.46448', u'9434.6']","[u'4.7513', u'9768', u'8.8709', u'0.4752', u'8843.4']",5963967964905472
27,33,"[u'0.30917', u'2480', u'-6.3475', u'0.048375', u'5833.8']","[u'0.040839', u'0.4', u'0.0094167', u'12829', u'38.425']","[u'0.35267', u'510', u'-11.882', u'0.042643', u'9529.2']","[u'7.8441', u'571.67', u'-11.899', u'0.053439', u'8921.8']",5980400509779968
26,21,"[u'4.9921', u'3995', u'-9.6349', u'0.50646', u'1168.9']","[u'0.048821', u'0.95', u'-0.0065', u'1702', u'26.148']","[u'5.9442', u'700', u'-17.194', u'0.49547', u'3453.9']","[u'0.78618', u'2324.2', u'-17.188', u'0.49943', u'3360.6']",5987719134052352
27,40,"[u'0.46333', u'5950', u'5.1792', u'0.092227', u'119.92']","[u'0.029955', u'0.78', u'-0.010083', u'207', u'63.709']","[u'0.61487', u'2050', u'-8.2544', u'0.073398', u'699.68']","[u'1.3798', u'9725.6', u'-8.2287', u'0.074257', u'687.33']",6004306297749504
26,32,"[u'4.5551', u'2430', u'-15.451', u'0.33815', u'4116.5']","[u'0.024875', u'0.97', u'-0.0080833', u'22050', u'4.7131']","[u'4.8592', u'2070', u'-12.712', u'0.41783', u'10307']","[u'0.83007', u'9976', u'-12.687', u'0.41977', u'9658']",6007750861520896
26,255,"[u'1.7753', u'2090', u'-4.4553', u'0.20785', u'1494.4']","[u'0.085692', u'0.77', u'-0.010833', u'2111', u'79.126']","[u'2.4546', u'380', u'-19.881', u'0.20121', u'3990.6']","[u'7.7175', u'3321.9', u'-19.873', u'0.20207', u'3875']",6013059441098752
26,15,"[u'5.4045', u'360', u'-12.39', u'0.38524', u'6188.8']","[u'0.085692', u'0.91', u'-0.01125', u'22050', u'13.816']","[u'6.3867', u'450', u'-16.897', u'0.48981', u'10307']","[u'1.0635', u'8580.8', u'-16.89', u'0.49076', u'9829.4']",6027971567550464
26,27,"[u'4.5521', u'3850', u'-12.76', u'0.34783', u'3958.9']","[u'0.026916', u'0.97', u'0.002', u'11752', u'0.67748']","[u'3.432', u'1040', u'5.0672', u'0.45229', u'9321.7']","[u'0.50264', u'1710.7', u'5.0719', u'0.45825', u'8748.9']",6041861491785728
26,19,"[u'0.44176', u'655', u'10.514', u'0.12417', u'25.643']","[u'0.052902', u'0.75', u'-0.005', u'54', u'258.65']","[u'0.95292', u'630', u'-13.808', u'0.11654', u'229.8']","[u'7.4141', u'1166.4', u'-13.778', u'0.11992', u'226.89']",6046852243783680
26,139,"[u'3.3131', u'2760', u'-3.3236', u'0.41077', u'614.82']","[u'0.075896', u'0.9', u'-0.01125', u'825', u'3.2061']","[u'2.5032', u'570', u'7.4777', u'0.39141', u'2057.7']","[u'4.1849', u'9766.8', u'7.4816', u'0.39174', u'2012.8']",6055510897852416
27,147,"[u'4.6962', u'1870', u'-8.3397', u'0.48321', u'1527.3']","[u'0.085692', u'0.91', u'-0.0080833', u'2273', u'31.857']","[u'6.0827', u'330', u'-17.338', u'0.48986', u'4188.1']","[u'4.5879', u'1120.4', u'-17.331', u'0.49249', u'4063.3']",6064538919108608
27,158,"[u'0.33136', u'3170', u'-29.465', u'0.028763', u'8588.1']","[u'0.013991', u'0.69', u'0.0011667', u'22050', u'12.817']","[u'0.25788', u'2430', u'-9.2292', u'0.024842', u'10307']","[u'0.88437', u'2982.3', u'-9.2477', u'0.031386', u'9539.8']",6071788823904256
26,135,"[u'4.2833', u'1850', u'-7.9838', u'0.43898', u'1686']","[u'0.086916', u'0.9', u'-0.011333', u'2519', u'5.1962']","[u'4.0714', u'430', u'-1.4861', u'0.44759', u'4473.8']","[u'0.93578', u'9884.2', u'-1.4913', u'0.44886', u'4335.2']",6083428185276416
26,156,"[u'2.3481', u'2835', u'2.2782', u'0.37889', u'176.79']","[u'0.083923', u'0.88', u'-0.0070833', u'233', u'27.221']","[u'2.8846', u'320', u'-4.6961', u'0.36387', u'769.85']","[u'1.7084', u'825.94', u'-4.6918', u'0.3664', u'758.19']",6088118289563648
26,148,"[u'1.3019', u'3500', u'-32.841', u'0.089711', u'6391.2']","[u'0.013991', u'0.92', u'-0.00425', u'22050', u'16.199']","[u'1.1854', u'2910', u'-18.832', u'0.088302', u'10307']","[u'5.7464', u'5760.8', u'-18.847', u'0.092736', u'10966']",6102875797192704
